"","lon","lat"
"1",-75.977985,36.8529263
"2",-74.0059413,40.7127837
"3",-89.3985283,40.6331249
"4",-123.0867536,44.0520691
"5",-74.0059413,40.7127837
"6",-77.0368707,38.9071923
"7",-111.9400054,33.4255104
"8",-99.9018131,31.9685988
"9",-73.9441579,40.6781784
"10",-86.4808043,36.9685219
"11",-77.1067698,38.8799697
"12",-75.977985,36.8529263
"13",-95.3698028,29.7604267
"14",-77.0368707,38.9071923
"15",-86.902298,32.3182314
"16",-105.7820674,39.5500507
"17",-93.097702,41.8780025
"18",-95.3698028,29.7604267
"19",-119.4179324,36.778261
"20",-74.4056612,40.0583238
"21",-82.9000751,32.1656221
"22",-104.8213634,38.8338816
"23",-93.097702,41.8780025
"24",-77.0368707,38.9071923
"25",-75.5276699,38.9108325
"26",-97.7430608,30.267153
"27",-106.346771,56.130366
"28",-78.6568942,37.4315734
"29",-80.4549026,38.5976262
"30",-97.5164276,35.4675602
"31",-80.3972736,27.6386434
"32",-79.0192997,35.7595731
"33",-111.0937311,39.3209801
"34",-71.2760089,42.4906231
"35",-112.0740373,33.4483771
"36",-81.5157535,27.6648274
"37",-74.4056612,40.0583238
"38",-92.1385922,34.8957345
"39",-84.3879824,33.7489954
"40",-114.7420408,44.0682019
"41",-84.3879824,33.7489954
"42",-123.0867536,44.0520691
"43",-101.0020119,47.5514926
"44",-119.4179324,36.778261
"45",-74.0059413,40.7127837
"46",-82.9000751,32.1656221
"47",-76.8705293,39.1389968
"48",-77.0368707,38.9071923
"49",-82.907123,40.4172871
"50",-74.0059413,40.7127837
"51",-74.0059413,40.7127837
"52",-73.9849902,40.7612429
"53",-74.0059413,40.7127837
"54",-120.8958242,38.8375215
"55",-81.5157535,27.6648274
"56",-80.1373174,26.1224386
"57",-79.0192997,35.7595731
"58",-77.0368707,38.9071923
"59",-73.087749,41.6032207
"60",-111.9260519,33.4941704
"61",NA,NA
"62",-2.6034233,54.1563394
"63",-98.4936282,29.4241219
"64",NA,NA
"65",-118.3286614,34.0928092
"66",-1.1581086,52.9547832
"67",-1.1581086,52.9547832
"68",-95.8243956,29.7857853
"69",NA,NA
"70",-0.1277583,51.5073509
"71",-112.0740373,33.4483771
"72",-115.1398296,36.1699412
"73",-3.7837117,52.1306607
"74",-1.890401,52.486243
"75",-0.1277583,51.5073509
"76",-71.5723953,43.1938516
"77",NA,NA
"78",NA,NA
"79",-69.4454689,45.253783
"80",NA,NA
"81",NA,NA
"82",-118.2436849,34.0522342
"83",-95.3698028,29.7604267
"84",-95.8243956,29.7857853
"85",-94.5785667,39.0997265
"86",-84.3879824,33.7489954
"87",-118.2436849,34.0522342
"88",-122.2059833,47.6768927
"89",NA,NA
"90",-98.2300124,26.2034071
"91",-74.0059413,40.7127837
"92",NA,NA
"93",-80.1436057,40.7882723
"94",-122.3320708,47.6062095
"95",-1.1743197,52.3555177
"96",NA,NA
"97",-80.2533838,35.8240265
"98",-118.1937395,33.7700504
"99",NA,NA
"100",-74.0059413,40.7127837
"101",NA,NA
"102",-77.0368707,38.9071923
"103",-99.598551,19.2528864
"104",NA,NA
"105",-102.552784,23.634501
"106",NA,NA
"107",NA,NA
"108",NA,NA
"109",-73.134961,40.789142
"110",-81.551844,28.373949
"111",-3.17909,51.481581
"112",-81.8543026,41.3661614
"113",-76.727745,39.9625984
"114",NA,NA
"115",-76.727745,39.9625984
"116",NA,NA
"117",-82.3534727,36.3134397
"118",NA,NA
"119",-88.0191182,44.5198149
"120",-80.4967367,41.2122784
"121",-95.9979883,41.2523634
"122",-74.0010288,40.7311947
"123",15.6213727,58.410807
"124",-84.5499327,33.952602
"125",-111.6585337,40.2338438
"126",72.8776559,19.0759837
"127",NA,NA
